TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysBetweenTransaction,Cluster
1036.66,Debit,San Antonio,Branch,58.0,Doctor,144.0,1.0,5541.57,481.0,0
124.72,Debit,Oklahoma City,Branch,33.0,Engineer,105.0,1.0,6309.8,489.0,0
302.45,Credit,San Antonio,Branch,78.0,Retired,40.000000000000014,1.0,5133.61,405.0,0
208.04,Debit,Louisville,Online,47.0,Engineer,273.0,1.0,9344.98,349.0,0
5.769999999999982,Credit,Los Angeles,Branch,23.0,Student,254.0,1.0,1117.9700000000003,352.0,1
381.33,Debit,Albuquerque,ATM,56.0,Doctor,75.0,1.0,11835.35,440.0,0
16.160000000000025,Debit,Milwaukee,ATM,50.0,Doctor,124.0,1.0,14401.17,384.0,0
486.08,Debit,Oklahoma City,Online,18.0,Student,68.0,1.0,1748.69,502.0,1
336.39,Debit,San Antonio,Branch,21.0,Student,18.0,1.0,1000.46,657.0,1
997.4300000000001,Debit,Seattle,Online,69.0,Doctor,118.0,1.0,6810.05,347.0,0
234.57,Debit,Chicago,Online,23.0,Student,120.0,1.0,263.97999999999956,429.0,1
6.0,Debit,Chicago,Online,30.0,Doctor,246.0,1.0,5442.76,377.0,0
1049.92,Debit,Detroit,ATM,80.0,Retired,20.999999999999986,1.0,2037.85,377.0,0
227.14,Debit,Charlotte,ATM,18.0,Student,294.0,1.0,341.9399999999996,489.0,1
233.74,Credit,Oklahoma City,Online,66.0,Retired,17.0,1.0,1066.5900000000001,376.0,0
113.01999999999998,Credit,Jacksonville,Branch,69.0,Retired,166.0,1.0,6077.96,405.0,0
45.849999999999994,Debit,Los Angeles,ATM,20.0,Student,92.0,1.0,1659.15,626.0,1
973.3900000000001,Debit,Sacramento,Branch,77.0,Retired,296.0,1.0,2042.2200000000003,431.0,0
514.95,Debit,New York,Online,41.0,Doctor,142.0,5.0,421.9300000000003,570.0,0
415.5,Debit,Memphis,ATM,66.0,Doctor,141.0,1.0,10113.66,464.0,0
265.76,Debit,Philadelphia,Online,54.0,Retired,92.0,1.0,4446.17,636.0,0
69.4,Debit,Virginia Beach,Online,80.0,Retired,113.0,1.0,6452.77,468.0,0
332.93,Credit,Albuquerque,Branch,35.0,Engineer,293.0,1.0,2788.2,349.0,0
267.9,Debit,San Antonio,Online,20.0,Student,160.0,1.0,596.1599999999999,391.0,1
496.03,Debit,San Francisco,Branch,61.0,Doctor,265.0,1.0,12904.66,366.0,0
376.26,Debit,Tucson,ATM,37.0,Engineer,245.0,1.0,9062.4,627.0,0
83.01999999999998,Credit,Seattle,Online,36.0,Engineer,171.0,1.0,9009.56,426.0,0
93.25999999999999,Credit,New York,Online,20.0,Student,72.0,1.0,1152.1999999999998,465.0,1
803.37,Credit,Memphis,Branch,68.0,Doctor,129.0,1.0,12168.37,566.0,0
35.75999999999999,Debit,Charlotte,Branch,23.0,Student,122.0,1.0,611.8599999999997,411.0,1
28.53000000000003,Debit,Washington,Online,62.0,Doctor,99.0,1.0,8670.53,522.0,0
139.53,Credit,Louisville,Online,53.0,Doctor,177.0,1.0,10098.86,391.0,0
307.57,Debit,Detroit,Branch,33.0,Doctor,285.0,1.0,5307.74,664.0,0
60.650000000000006,Credit,Tucson,Branch,56.0,Retired,53.0,1.0,1047.2799999999993,527.0,0
74.86000000000001,Debit,Nashville,Branch,70.0,Doctor,125.0,1.0,6921.48,447.0,0
117.97,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,1475.46,345.0,0
231.91,Debit,Memphis,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,642.0,1
126.20999999999998,Debit,Baltimore,Branch,75.0,Retired,268.0,1.0,5669.66,628.0,0
506.28,Credit,Chicago,Online,53.0,Retired,162.0,2.0,1309.9499999999998,551.0,0
304.35,Debit,Houston,Branch,31.0,Engineer,36.0,1.0,4057.1,335.0,0
281.85,Debit,Detroit,ATM,22.0,Student,109.0,1.0,1585.98,537.0,1
777.88,Debit,Houston,Branch,31.0,Engineer,17.0,1.0,6825.55,594.0,0
119.18,Debit,Los Angeles,Branch,56.0,Retired,96.0,1.0,5516.5,436.0,0
177.19,Debit,Chicago,Online,76.0,Retired,43.0,1.0,5343.3,538.0,0
260.88,Debit,Denver,Branch,22.0,Student,36.0,1.0,903.0500000000002,524.0,1
169.47,Debit,Chicago,Online,24.0,Student,19.0,1.0,1806.1599999999999,592.0,1
73.23000000000002,Debit,Portland,Branch,26.0,Student,14.0,1.0,787.7399999999998,534.0,1
1362.55,Debit,El Paso,ATM,29.0,Engineer,106.0,1.0,2429.68,632.0,1
792.57,Debit,Baltimore,ATM,19.0,Student,164.0,1.0,770.3699999999999,531.0,1
237.06,Debit,Phoenix,Online,71.0,Retired,46.0,1.0,1182.7700000000004,321.0,0
34.170000000000016,Credit,Philadelphia,Online,54.0,Engineer,54.0,1.0,726.5500000000002,348.0,0
740.25,Debit,Philadelphia,Online,41.0,Doctor,123.0,1.0,14464.3,473.0,0
453.54,Debit,Albuquerque,ATM,58.0,Doctor,82.0,1.0,12046.3,564.0,0
300.47,Debit,Jacksonville,Branch,73.0,Retired,100.0,1.0,7885.64,356.0,0
110.92999999999998,Credit,Virginia Beach,Branch,19.0,Student,201.0,1.0,1952.35,576.0,1
201.69,Debit,Las Vegas,ATM,59.0,Doctor,299.0,1.0,7328.52,670.0,0
399.21,Debit,Portland,ATM,59.0,Engineer,109.0,1.0,3210.39,643.0,0
1041.88,Debit,Jacksonville,Online,78.0,Retired,57.0,1.0,5726.2,424.0,0
630.36,Debit,Mesa,ATM,62.0,Retired,52.0,1.0,1363.65,612.0,0
10.939999999999998,Credit,Philadelphia,ATM,60.0,Engineer,245.0,1.0,1241.9899999999998,377.0,0
215.9,Debit,Los Angeles,ATM,38.0,Doctor,235.0,1.0,7873.28,669.0,0
1422.55,Debit,Washington,Branch,79.0,Retired,165.0,1.0,5674.32,482.0,0
226.37,Credit,Louisville,Branch,49.0,Doctor,141.0,1.0,9840.04,412.0,0
444.89,Credit,Las Vegas,Branch,43.0,Doctor,101.0,1.0,10328.23,419.0,0
280.57,Credit,Virginia Beach,Online,25.0,Student,24.0,1.0,293.2399999999998,646.0,1
488.54,Debit,Jacksonville,Branch,52.0,Engineer,132.0,1.0,7486.63,489.0,0
3.3000000000000114,Credit,Los Angeles,Branch,50.0,Doctor,131.0,1.0,11385.37,587.0,0
199.39,Debit,Chicago,Branch,69.0,Retired,165.0,1.0,7264.79,440.0,0
20.360000000000014,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,468.0,0
113.63999999999999,Debit,Detroit,Online,62.0,Retired,32.0,1.0,6675.03,376.0,0
493.11,Debit,Chicago,Branch,53.0,Retired,236.0,1.0,7432.99,461.0,0
307.41,Debit,Los Angeles,ATM,19.0,Student,14.0,1.0,1057.0000000000005,510.0,1
11.180000000000007,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,339.0,0
313.82,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,354.0,0
51.0,Debit,Seattle,Branch,64.0,Retired,107.0,1.0,4943.16,643.0,0
140.98,Debit,Memphis,Branch,60.0,Engineer,100.0,1.0,8127.48,528.0,0
288.04,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,437.0,0
800.55,Debit,Oklahoma City,ATM,31.0,Engineer,108.0,1.0,9660.22,549.0,0
485.54,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,636.0,0
521.15,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,625.0,0
321.79,Credit,Raleigh,ATM,63.0,Retired,61.0,1.0,5959.2,454.0,0
304.93,Debit,Portland,ATM,65.0,Doctor,158.0,1.0,13531.22,618.0,0
432.08,Debit,El Paso,ATM,40.0,Doctor,145.0,1.0,11500.62,461.0,0
694.2,Debit,Milwaukee,ATM,61.0,Retired,72.0,1.0,1389.37,332.0,0
116.86000000000001,Debit,Louisville,ATM,55.0,Engineer,171.0,1.0,6706.56,594.0,0
386.81,Credit,Detroit,Online,57.0,Doctor,149.0,1.0,7175.29,611.0,0
74.88,Debit,Atlanta,ATM,25.0,Student,202.0,1.0,420.6700000000001,529.0,1
195.76,Debit,Philadelphia,Branch,75.0,Retired,99.0,1.0,7323.53,531.0,0
134.7,Debit,Fort Worth,ATM,50.0,Doctor,106.0,1.0,8395.85,440.0,0
890.24,Credit,Las Vegas,Online,33.0,Engineer,161.0,1.0,5140.93,485.0,0
361.27,Debit,Omaha,ATM,63.0,Doctor,180.0,1.0,7945.57,667.0,0
131.56,Debit,Charlotte,Branch,44.0,Doctor,42.0,1.0,5873.54,381.0,0
485.51,Credit,Milwaukee,Online,76.0,Retired,37.0,1.0,3074.45,341.0,0
547.87,Debit,Columbus,ATM,64.0,Retired,131.0,1.0,6155.76,482.0,0
457.29999999999995,Debit,Virginia Beach,Online,28.0,Engineer,15.0,1.0,8318.29,496.0,0
506.24,Debit,Chicago,ATM,58.0,Engineer,64.0,1.0,230.09000000000015,660.0,0
486.59,Debit,Indianapolis,Branch,57.0,Retired,119.0,1.0,2513.56,320.0,0
163.68,Debit,San Diego,Branch,41.0,Doctor,292.0,1.0,10090.05,402.0,0
581.65,Debit,Boston,ATM,22.0,Student,176.0,1.0,480.1899999999996,664.0,1
52.00999999999999,Debit,Mesa,ATM,48.0,Doctor,85.0,1.0,1120.88,362.0,0
630.24,Debit,Boston,ATM,21.0,Student,62.0,1.0,370.8100000000004,340.0,1
523.74,Debit,Oklahoma City,ATM,43.0,Doctor,159.0,1.0,13498.55,367.0,0
705.6,Debit,Phoenix,Branch,40.0,Doctor,124.0,3.0,14804.7,622.0,0
217.5,Credit,Denver,Branch,46.0,Engineer,35.0,1.0,3057.4,377.0,0
91.48000000000002,Debit,Fort Worth,ATM,51.0,Doctor,141.0,1.0,14942.78,650.0,0
5.25,Debit,San Jose,ATM,39.0,Doctor,49.0,1.0,14143.32,356.0,0
54.03,Credit,Milwaukee,ATM,56.0,Retired,161.0,1.0,6736.3,411.0,0
736.73,Debit,Memphis,Branch,48.0,Engineer,10.0,1.0,3313.07,342.0,0
368.91,Debit,Virginia Beach,Branch,54.0,Doctor,14.0,1.0,829.71,604.0,0
33.06,Credit,Fort Worth,Online,53.0,Retired,170.0,1.0,1540.87,656.0,0
66.5,Credit,Louisville,Online,32.0,Engineer,144.0,1.0,6820.23,549.0,0
177.08,Debit,Las Vegas,Online,35.0,Doctor,85.0,1.0,13475.14,667.0,0
588.54,Debit,Portland,Branch,32.0,Engineer,130.0,1.0,714.4499999999998,636.0,1
173.5,Debit,Nashville,ATM,21.0,Student,282.0,1.0,1306.9099999999999,377.0,1
78.32999999999996,Credit,Memphis,Online,56.0,Engineer,189.0,1.0,7255.33,461.0,0
40.660000000000025,Debit,Louisville,Branch,59.0,Retired,156.0,1.0,1153.8400000000006,307.0,0
97.22,Credit,Atlanta,Branch,77.0,Retired,55.0,1.0,6647.73,622.0,0
34.06999999999999,Debit,Philadelphia,Branch,22.0,Student,81.0,1.0,8709.77,363.0,1
492.06,Debit,Fresno,Online,23.0,Student,74.0,1.0,857.8999999999996,381.0,1
842.01,Credit,Virginia Beach,Online,53.0,Doctor,185.0,1.0,509.4499999999998,418.0,0
73.55000000000001,Debit,Atlanta,ATM,51.0,Engineer,158.0,1.0,2812.06,664.0,0
760.53,Debit,Phoenix,Online,57.0,Engineer,118.0,1.0,6179.91,426.0,0
273.08,Credit,Houston,Branch,26.0,Engineer,134.0,1.0,6609.3,643.0,0
371.69,Debit,San Francisco,Branch,67.0,Retired,143.0,1.0,3484.32,317.0,0
218.96,Debit,Seattle,ATM,18.0,Student,13.000000000000014,1.0,754.21,431.0,1
227.39,Debit,Atlanta,Online,18.0,Student,65.0,1.0,751.0900000000001,314.0,1
237.99,Credit,Kansas City,Branch,39.0,Doctor,86.0,1.0,8510.09,545.0,0
186.6,Debit,Washington,Online,58.0,Doctor,13.000000000000014,1.0,1508.7200000000003,488.0,0
341.15,Debit,San Jose,Online,18.0,Student,148.0,1.0,511.3699999999999,629.0,1
434.58,Debit,Memphis,ATM,59.0,Doctor,215.0,1.0,12648.32,424.0,0
312.88,Credit,Portland,Branch,54.0,Engineer,44.0,1.0,233.21000000000004,527.0,0
75.15,Debit,Boston,ATM,23.0,Student,154.0,1.0,1092.92,412.0,1
23.30000000000001,Debit,Los Angeles,ATM,59.0,Engineer,161.0,1.0,6711.15,447.0,0
47.379999999999995,Credit,Seattle,Online,25.0,Student,61.0,1.0,459.3699999999999,634.0,1
512.81,Debit,Sacramento,Branch,79.0,Retired,30.0,1.0,6994.34,473.0,0
488.15,Debit,Louisville,Branch,43.0,Engineer,168.0,1.0,7071.09,461.0,0
12.819999999999993,Debit,Fort Worth,ATM,44.0,Engineer,156.0,1.0,9045.19,578.0,0
66.9,Credit,Charlotte,Online,79.0,Retired,129.0,4.0,5238.71,566.0,0
535.91,Debit,Las Vegas,Online,43.0,Engineer,22.0,1.0,9642.12,485.0,0
270.72,Credit,Washington,Online,26.0,Engineer,53.0,1.0,6263.96,489.0,0
97.98000000000002,Debit,Denver,Branch,72.0,Retired,18.0,1.0,7460.33,636.0,0
196.08,Debit,San Francisco,Online,61.0,Retired,98.0,1.0,4233.82,436.0,0
251.18,Debit,San Jose,ATM,42.0,Engineer,246.0,1.0,8303.9,521.0,0
44.52000000000004,Debit,El Paso,Online,28.0,Student,205.0,1.0,314.27999999999975,586.0,1
178.87,Debit,Baltimore,Online,35.0,Doctor,180.0,1.0,5241.23,530.0,0
1176.28,Credit,Kansas City,ATM,54.0,Engineer,174.0,5.0,323.6899999999996,319.0,0
386.68,Debit,New York,Branch,46.0,Doctor,128.0,1.0,6863.06,369.0,0
167.14,Debit,Denver,Online,76.0,Retired,20.0,1.0,3877.73,559.0,0
345.22,Debit,Fresno,Branch,69.0,Retired,253.0,1.0,4046.58,425.0,0
74.85,Debit,Raleigh,ATM,72.0,Retired,117.0,1.0,2409.73,314.0,0
671.73,Debit,Washington,Branch,58.0,Engineer,54.0,1.0,5211.88,384.0,0
255.04,Debit,Seattle,ATM,45.0,Engineer,152.0,1.0,6217.86,346.0,0
45.77000000000001,Debit,Philadelphia,Online,25.0,Student,109.0,1.0,5978.12,633.0,1
329.69,Credit,San Antonio,Online,26.0,Student,66.0,1.0,1671.6599999999999,664.0,1
362.04,Credit,Philadelphia,Branch,58.0,Doctor,198.0,2.0,8421.88,482.0,0
11.920000000000016,Debit,San Diego,Branch,53.0,Doctor,52.0,1.0,14611.9,391.0,0
47.41999999999999,Debit,San Diego,ATM,64.0,Doctor,28.0,1.0,8253.52,320.0,0
35.99000000000001,Debit,Miami,Branch,63.0,Retired,129.0,1.0,4489.79,654.0,0
151.19,Credit,New York,Branch,37.0,Doctor,96.0,1.0,11903.82,548.0,0
242.62,Credit,San Francisco,Online,22.0,Student,234.0,1.0,483.02000000000044,482.0,1
48.72,Debit,Virginia Beach,Branch,21.0,Student,17.0,1.0,816.0799999999999,401.0,1
43.46000000000001,Debit,Boston,ATM,25.0,Student,80.0,1.0,578.0599999999995,471.0,1
1036.2099999999998,Debit,Omaha,Online,25.0,Student,126.0,1.0,477.3000000000002,471.0,1
443.78999999999996,Debit,Las Vegas,ATM,53.0,Retired,87.0,1.0,3133.8499999999995,391.0,0
365.14,Debit,Dallas,Online,68.0,Retired,57.0,1.0,5894.09,338.0,0
757.41,Debit,Los Angeles,ATM,22.0,Student,37.0,1.0,9532.42,548.0,1
20.54000000000002,Debit,Fort Worth,Branch,51.0,Engineer,72.0,1.0,5327.03,440.0,0
475.36,Debit,Phoenix,ATM,34.0,Engineer,105.0,1.0,2000.6,398.0,0
